,NameOfStation,Name,Latitude_WGS84,Longitude_WGS84,Xs,Ys
980,Хорошёвская,"Хорошёвская, вход-выход, вестибюль 1",55.776915,37.516803,1898238.677422591,6413303.2117183255
981,Хорошёвская,"Хорошёвская, вход-выход, вестибюль 2",55.776995,37.521915,1898546.3497675848,6413418.338301324
982,Шелепиха,"Шелепиха, вход-выход, вестибюль 1",55.755967,37.524410,1899475.3453991162,6411203.225346919
983,Шелепиха,"Шелепиха, вход-выход, вестибюль 2",55.757782,37.523230,1899336.5122823836,6411374.314802036
984,Окружная,"Окружная, вход-выход 1, вестибюль 1",55.844388,37.576419,1899359.4532792284,6421819.3506887555
985,Окружная,"Окружная, вход-выход 2, вестибюль 1",55.844714,37.576221,1899335.357033449,6421850.354346436
986,Окружная,"Окружная, вход-выход 3, вестибюль 2",55.847276,37.573724,1899088.9402582636,6422074.380438867
987,Верхние Лихоборы,"Верхние Лихоборы, вход-выход 2, вестибюль 1",55.854575,37.561126,1898054.541683836,6422598.320784179
988,Верхние Лихоборы,"Верхние Лихоборы, вход-выход 3, вестибюль 2",55.857366,37.559627,1897860.2288491193,6422867.882581868
989,Верхние Лихоборы,"Верхние Лихоборы, вход-выход 4, вестибюль 2",55.857765,37.559982,1897866.9610640968,6422918.28622599
990,Верхние Лихоборы,"Верхние Лихоборы, вход-выход 5, вестибюль 2",55.857676,37.560620,1897908.9345391751,6422921.993438673
991,Верхние Лихоборы,"Верхние Лихоборы, вход-выход 6, вестибюль 2",55.857508,37.560684,1897919.040783885,6422905.220844769
992,Верхние Лихоборы,"Верхние Лихоборы, вход-выход 7, вестибюль 2",55.857056,37.560928,1897950.5846161104,6422861.591568933
993,Селигерская,"Селигерская, вход-выход 1, вестибюль 1",55.865397,37.548314,1896876.929825863,6423497.71674423
994,Селигерская,"Селигерская, вход-выход 2, вестибюль 1",55.866015,37.548062,1896838.7630296187,6423559.075559547
995,Селигерская,"Селигерская, вход-выход 3, вестибюль 1",55.865490,37.546566,1896767.5415998858,6423471.328488056
996,Селигерская,"Селигерская, вход-выход 4, вестибюль 1",55.865189,37.545890,1896737.719588325,6423424.805649442
997,Селигерская,"Селигерская, вход-выход 5, вестибюль 1",55.864590,37.546029,1896768.3316711204,6423363.139896847
998,Селигерская,"Селигерская, вход-выход 6, вестибюль 1",55.864949,37.545471,1896721.2139936474,6423390.210751783
999,Селигерская,"Селигерская, вход-выход 7, вестибюль 2",55.867540,37.547928,1896774.1484932906,6423720.649034367
1000,Селигерская,"Селигерская, вход-выход 8, вестибюль 2",55.867778,37.547848,1896760.483446762,6423744.634253648
1001,Селигерская,"Селигерская, вход-выход 9, вестибюль 2",55.867250,37.546311,1896686.8929024006,6423655.711257458
1002,Селигерская,"Селигерская,вход-выход 10, вестибюль 2",55.867575,37.546223,1896669.5209744181,6423688.907024236
1003,Мичуринский проспект,"Мичуринский проспект, вход-выход 1",55.689594,37.483401,1899429.9435325288,6403191.624577162
1004,Мичуринский проспект,"Мичуринский проспект, вход-выход 2",55.688560,37.483989,1899503.8915486534,6403092.358486606
1005,Озерная,"Озерная, вход-выход 2, вестибюль 1",55.671377,37.450153,1898074.9529226257,6400534.765696822
1006,Озерная,"Озерная, вход-выход 3, вестибюль 1",55.671623,37.450714,1898100.095159221,6400572.970141516
1007,Озерная,"Озерная, вход-выход 4, вестибюль 1",55.670665,37.451291,1898170.5324518366,6400481.641747765
1008,Озерная,"Озерная, вход-выход 1, вестибюль 2",55.670413,37.447595,1897954.5008449408,6400377.575787943
1009,Говорово,"Говорово, вход-выход 3, вестибюль 1",55.659399,37.418369,1896577.586749955,6398581.945412028
1010,Говорово,"Говорово, вход-выход 4, вестибюль 1",55.659401,37.418985,1896615.0797161967,6398594.959266513
1011,Говорово,"Говорово, вход-выход 1, вестибюль 2",55.659374,37.415586,1896408.7845598548,6398521.433049631
1012,Говорово,"Говорово, вход-выход 2, вестибюль 2",55.659387,37.416347,1896454.7164955814,6398538.644106872
1013,Солнцево,"Солнцево, вход-выход 3, вестибюль 1",55.650061,37.391905,1895306.3640309225,6397025.031739171
1014,Солнцево,"Солнцево, вход-выход 1, вестибюль 2",55.648598,37.389874,1895236.1511639152,6396825.043331055
1015,Солнцево,"Солнцево, вход-выход 2, вестибюль 2",55.648455,37.390365,1895271.3542010498,6396819.804667284
1016,Боровское шоссе,"Боровское шоссе, вход-выход 2, вестибюль 1",55.648399,37.371789,1894140.0805921513,6396428.430907962
1017,Боровское шоссе,"Боровское шоссе, вход-выход 1, вестибюль 2",55.647142,37.368589,1893990.9243469012,6396226.460546383
1018,Новопеределкино,"Новопеределкино, вход-выход 3, вестибюль 1",55.640613,37.356337,1893482.573653545,6395268.04294071
1019,Новопеределкино,"Новопеределкино, вход-выход 4, вестибюль 1",55.640068,37.356265,1893498.1472536824,6395207.744657318
1020,Новопеределкино,"Новопеределкино, вход-выход 1, вестибюль 2",55.638905,37.353450,1893368.9530834758,6395023.924280499
1021,Новопеределкино,"Новопеределкино, вход-выход 2, вестибюль 2",55.638629,37.353960,1893410.1900708778,6395004.710515249
1022,Рассказовка,"Рассказовка, вход-выход 3, вестибюль 1",55.634202,37.334769,1892400.9152455232,6394129.522929613
1023,Рассказовка,"Рассказовка, вход-выход 4, вестибюль 1",55.634309,37.335603,1892447.909027697,6394158.336407672
1024,Рассказовка,"Рассказовка, вход-выход 5, вестибюль 1",55.634466,37.336590,1892502.4117758803,6394195.713861954
1025,Рассказовка,"Рассказовка, вход-выход 1, вестибюль 2",55.633872,37.332704,1892286.936967069,6394051.161503813
1026,Рассказовка,"Рассказовка, вход-выход 2, вестибюль 2",55.633998,37.333584,1892336.0446075255,6394082.97610903
1027,Беломорская,"Беломорская, вход-выход 1",55.865217,37.475089,1892445.030626692,6421955.505353979
1028,Беломорская,"Беломорская, вход-выход 2",55.865504,37.476210,1892502.391766871,6422009.719236745
1029,Зорге,"Зорге, вход-выход 1",55.789005,37.502520,1896924.170381662,6414309.282338036
1030,Зорге,"Зорге, вход-выход 2",55.789452,37.507018,1897180.8946957919,6414451.103256802
1031,Панфиловская,"Панфиловская, вход-выход 1",55.797227,37.498397,1896370.0341944532,6415109.936758934
1032,Панфиловская,"Панфиловская, вход-выход 2",55.798441,37.499876,1896415.0165786424,6415271.596855454
1033,Коптево,"Коптево, вход-выход 1",55.840923,37.520884,1896119.7605537865,6420288.549550374
1034,Коптево,"Коптево, вход-выход 2",55.839702,37.522684,1896274.1072003448,6420194.396976321
1035,Савеловская,"Савеловская, вход-выход 1",55.793421,37.584274,1901726.1288245688,6416490.060801213
1036,Савеловская,"Савеловская, вход-выход 2",55.794137,37.587101,1901871.2419103656,6416626.296487579
1037,Лухмановская,"Лухмановская, вход-выход 1",55.709424,37.896188,1923815.7215587948,6414007.300253665
1038,Лухмановская,"Лухмановская, вход-выход 2",55.709702,37.896687,1923835.6157953364,6414047.830029649
1039,Лухмановская,"Лухмановская, вход-выход 3",55.709642,37.897175,1923867.5447712203,6414051.72364832
1040,Лухмановская,"Лухмановская, вход-выход 4",55.708211,37.902522,1924246.4757599642,6414011.088047389
1041,Некрасовка,"Некрасовка, вход-выход 1",55.702648,37.929124,1926073.4206178146,6413977.013818112
1042,Некрасовка,"Некрасовка, вход-выход 10",55.703822,37.924331,1925737.7647052046,6414001.585473491
1043,Некрасовка,"Некрасовка, вход-выход 11",55.704604,37.925329,1925769.0261137972,6414107.008112001
1044,Некрасовка,"Некрасовка, вход-выход 2",55.701930,37.930519,1926185.280214769,6413929.342003911
1045,Некрасовка,"Некрасовка, вход-выход 3",55.701667,37.930165,1926173.6514241279,6413893.49467388
1046,Некрасовка,"Некрасовка, вход-выход 4",55.702406,37.928711,1926057.4132319381,6413942.17452534
1047,Некрасовка,"Некрасовка, вход-выход 5",55.703801,37.926917,1925895.8134333994,6414054.277384711
1048,Некрасовка,"Некрасовка, вход-выход 6",55.703486,37.926477,1925880.911247046,6414011.003703339
1049,Некрасовка,"Некрасовка, вход-выход 7",55.703153,37.925678,1925844.8542096978,6413958.162576745
1050,Некрасовка,"Некрасовка, вход-выход 8",55.703280,37.925399,1925823.1082032793,6413965.9106617505
1051,Некрасовка,"Некрасовка, вход-выход 9",55.703683,37.924573,1925757.711836116,6413991.75847664
1052,улица Дмитриевского,"Улица Дмитриевского, вход-выход 1",55.710826,37.875605,1922511.4333067704,6413721.74018861
1053,улица Дмитриевского,"Улица Дмитриевского, вход-выход 2",55.710847,37.878113,1922663.1535244777,6413777.173789019
1054,улица Дмитриевского,"Улица Дмитриевского, вход-выход 3",55.710886,37.879491,1922745.482991225,6413810.591702923
1055,улица Дмитриевского,"Улица Дмитриевского, вход-выход 4",55.710126,37.881315,1922884.9422180625,6413767.411688388
1056,Филатов луг,"Филатов луг, вход-выход 1",55.601421,37.409191,1898147.083147971,6392136.272296403
1057,Филатов луг,"Филатов луг, вход-выход 2",55.600717,37.406981,1898037.928567953,6392014.379299743
1058,Прокшино,"Прокшино, вход-выход 1",55.587048,37.433325,1900149.5101070406,6391087.544950983
1059,Прокшино,"Прокшино, вход-выход 2",55.586240,37.432091,1900103.7987413306,6390974.685899395
1060,Ольховка,"Ольховка, вход-выход 1",55.568309,37.459612,1902445.1624740646,6389613.411010903
1061,Коммунарка,"Коммунарка, вход-выход 1",55.559825,37.470416,1903417.8825923388,6388923.411661498
1062,Коммунарка,"Коммунарка, вход-выход 2",55.560132,37.469832,1903370.8755207495,6388944.350348537
1063,Коммунарка,"Коммунарка, вход-выход 3",55.559688,37.468834,1903326.193339361,6388875.633375761
1064,Коммунарка,"Коммунарка, вход-выход 4",55.559439,37.468212,1903297.3242766075,6388835.796790389
1065,Косино,"Косино, вход-выход 1",55.702815,37.850991,1921315.0793232478,6412337.300290153
1066,Косино,"Косино, вход-выход 2",55.704287,37.850426,1921225.5056210656,6412483.896093613
