,index,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
2947,58301,58301,ЦУМ,Гипермаркет (непродовольственный),,нет,реализация непродовольственных товаров,"город Москва, улица Петровка, дом 2, строение 1",Тверской район,Центральный административный округ,37.61958599999998,55.761190758919824,1905067.1943045203,6413754.622397353
2948,58330,58330,Билла,Супермаркет,Билла,да,реализация продовольственных товаров,"город Москва, Вешняковская улица, дом 13А",район Вешняки,Восточный административный округ,37.830067,55.735876751575184,1918803.292790808,6415455.82654688
2949,58375,58375,Fix Price,Универсам,Fix Price,да,реализация продовольственных товаров,"город Москва, улица Маршала Полубоярова, дом 4, корпус 1",район Выхино-Жулебино,Юго-Восточный административный округ,37.862716999999996,55.68870173793179,1922557.893989186,6411065.479427232
2950,58382,58382,У Палыча,Универсам,У Палыча,да,реализация продовольственных товаров,"город Москва, Жулебинский бульвар, дом 10/6",район Выхино-Жулебино,Юго-Восточный административный округ,37.850266,55.69865074080435,1921427.1506916804,6411873.375150957
2951,58416,58416,Alfa bank,Универмаг,,нет,реализация непродовольственных товаров,"город Москва, Шереметьевская улица, дом 20",район Марьина Роща,Северо-Восточный административный округ,37.61819700000001,55.80332177118038,1903418.2448768,6418266.325766705
2952,58420,58420,Flamingo Petr,Универмаг,,нет,реализация непродовольственных товаров,"город Москва, Шереметьевская улица, дом 20",район Марьина Роща,Северо-Восточный административный округ,37.61819700000001,55.80332177118038,1903418.2448768,6418266.325766705
2953,58463,58463,Gant,Универмаг,Gant,да,реализация непродовольственных товаров,"город Москва, Шереметьевская улица, дом 20",район Марьина Роща,Северо-Восточный административный округ,37.61819700000001,55.80332177118038,1903418.2448768,6418266.325766705
2954,58464,58464,Магнит,Супермаркет,Магнит,да,реализация продовольственных товаров,"город Москва, Солдатская улица, дом 8, корпус 1",район Лефортово,Юго-Восточный административный округ,37.70196599999999,55.76442675985994,1909952.3731986082,6415831.250585712
2955,58817,58817,АЙКРАФТ,Универмаг,Айкрафт,да,реализация непродовольственных товаров,"город Москва, Малая Филёвская улица, дом 13",район Фили-Давыдково,Западный административный округ,37.46741599999999,55.73638975172386,1896731.5322525846,6407905.546979954
2956,58918,58918,Чимино,Универмаг,,нет,реализация непродовольственных товаров,"город Москва, Ленинский проспект, дом 54",Гагаринский район,Юго-Западный административный округ,37.560497999999995,55.69790374058857,1903818.6831097538,6405696.254812734
