,index,Unnamed: 0,Name,TypeObject,OperatingCompany,IsNetObject,TypeService,Address,District,AdmArea,Longitude_WGS84,Latitude_WGS84,Xs,Ys
2259,16649,16649,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2260,16650,16650,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2261,16651,16651,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2262,16652,16652,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2263,16653,16653,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2264,16654,16654,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2265,16655,16655,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2266,16656,16656,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2267,16657,16657,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2268,16658,16658,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2269,16659,16659,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2270,16660,16660,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2271,16661,16661,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2272,16662,16662,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2273,16663,16663,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2274,16664,16664,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2275,16666,16666,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2276,16667,16667,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2277,16668,16668,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2278,16669,16669,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2279,16670,16670,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2280,16671,16671,Магазин «Продукты»,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Перерва, владение 31Б",район Марьино,Юго-Восточный административный округ,37.74418389084058,55.658945719426384,1916454.1047986755,6405353.394611925
2281,16691,16691,МИНУТА-МАРКЕТ,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Золоторожский Вал, дом 11, строение 27",район Лефортово,Юго-Восточный административный округ,37.70066917533368,55.749100439791576,1910444.7547503517,6414152.496785677
2282,16715,16715,Продукты,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Верхние Поля, дом 45, корпус 4",район Люблино,Юго-Восточный административный округ,37.777444,55.667726731884066,1918152.2107251075,6407001.588678745
2283,16717,16717,Продукты,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, Волжский бульвар, дом 27, корпус 1",район Кузьминки,Юго-Восточный административный округ,37.75097493644014,55.70410698518776,1915182.131643216,6410363.139917888
2284,16721,16721,Продукты,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, 11-я улица Текстильщиков, дом 1",район Текстильщики,Юго-Восточный административный округ,37.736123,55.704864,1914250.2036941838,6410131.717033047
2285,16723,16723,Магазин продукты,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Коновалова, владение 9А, строение 1",Рязанский район,Юго-Восточный административный округ,37.76270812012263,55.73275062524184,1914825.911942602,6413696.760908742
2286,16724,16724,Магазин продукты,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Коновалова, владение 9А, строение 1",Рязанский район,Юго-Восточный административный округ,37.762689271767975,55.732777488292754,1914823.7623599446,6413699.257777482
2287,16765,16765,Магазин продукты,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, улица Фёдора Полетаева, дом 19А",Рязанский район,Юго-Восточный административный округ,37.78759203852411,55.70859681803278,1917242.0534911044,6411619.467025277
2288,16768,16768,Магазин Продукты,Магазин «Продукты»,,нет,реализация продовольственных товаров,"город Москва, Зарайская улица, дом 33, корпус 2",Рязанский район,Юго-Восточный административный округ,37.770650076105156,55.730271209861506,1915401.400479606,6413597.104237041
